id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6623,Venice Blue on Canal apartment,15016,Francesca,Isole,San Polo,45.43817,12.32739,Entire home/apt,217,3,189,2024-10-25,1.03,3,326,4,
6624,Venice garden charme and canal view!,15016,Francesca,Isole,Santa Croce,45.43977,12.32736,Entire home/apt,238,4,88,2024-01-01,0.55,3,344,1,
12074,Venice home to relax and emotions,15016,Francesca,Isole,Santa Croce,45.4399,12.329,Entire home/apt,136,4,203,2024-06-01,1.14,3,247,2,
27116,Junior Suite with balcony overlooking canal,116144,Giò&Giò,Isole,San Marco,45.43277,12.33456,Private room,781,1,414,2022-11-11,2.37,3,45,0,IT027042B4RZ8EK8UI
44527,Historical Luxury Apartment on Calm Sunny Canal,120215,Marc & Elisabeth,Isole,Cannaregio,45.44696,12.32865,Entire home/apt,420,3,148,2024-10-28,0.89,2,308,20,IT027042B4GR0PSZS4
47383,Ca' Barba B&B: room n102 (jacuzzi shower),214390,Alessandro,Isole,San Polo,45.43942,12.33254,Hotel room,77,2,404,2024-10-27,2.34,4,338,24,IT027042B4D3D4AUUS
47549,Ca' Barba Apartment,215652,Caterina E Alessandro,Isole,Dorsoduro,45.43593,12.32521,Entire home/apt,289,2,146,2024-09-15,0.92,2,189,1,
49656,Ca' Foscari Apartment,226598,Andrea,Isole,Dorsoduro,45.43549,12.32612,Entire home/apt,133,3,127,2024-11-10,0.86,2,276,16,IT027042C2L6NZYNJR
60304,B&B  Venice Casa Baseggio,290452,Marco,Isole,Cannaregio,45.44453,12.333,Private room,87,1,160,2023-05-06,0.98,2,135,0,IT027042B4JG3TJH56
61714,B&B AL CANAL VENICE blue room canal view air cond,289023,Francesca,Isole,Giudecca,45.42708,12.31823,Private room,98,2,463,2024-11-15,2.76,2,254,45,IT027042C1NT8RRIFS
63267,Appartamento con splendida vista sulla Laguna,308732,Cristina,Isole,Castello,45.43886,12.3499,Entire home/apt,90,3,11,2020-01-03,0.14,1,0,0,
69877,Central room with garden's view,351965,Ca' Turelli,Isole,Dorsoduro,45.43339,12.32486,Private room,126,2,6,2017-05-11,0.04,3,281,0,
71735,a stone's throw to St.Markwith WiFi,368293,Grazia,Isole,San Marco,45.43367,12.33639,Entire home/apt,84,3,201,2024-11-10,1.22,4,319,41,
71874,rooms in Venice,369642,Valter,Isole,Santa Croce,45.442102837243205,12.326463046383541,Private room,100,1,130,2024-11-24,0.85,2,229,32,IT027042B40Z6IVYGS
72740,Eco Venice 1,377929,Attilio,Terraferma,Favaro,45.50793,12.28336,Entire home/apt,75,3,424,2024-11-19,2.56,5,90,41,IT027042B4I8XOSCJH
74042,Venice Luca's House,9609304,Luca,Isole,Castello,45.43369,12.35051,Entire home/apt,108,3,528,2024-11-27,3.22,3,5,8,IT027042C21DFDGOQF
74272,Ca' Annalaura 2 CIR 027042-LOC-06865,390175,Monica,Isole,Castello,45.43331,12.35038,Entire home/apt,71,3,357,2024-11-10,2.16,2,338,35,IT027042B48PUBNHNE
75376,Saint Mark apartment  in  Venice,399883,Monica,Isole,San Marco,45.43517,12.33554,Entire home/apt,170,3,207,2024-09-24,1.29,4,274,17,IT027042C2ASCXYP2A
75994,San Bortolomio Apartment - Close Ice Cream Suso,399883,Monica,Isole,San Marco,45.43746,12.337,Entire home/apt,141,3,181,2024-10-24,1.12,4,328,24,IT027042C2B4V69NTJ
77188,Ca' Annalaura 1  CIR 027042-LOC-05180,390175,Monica,Isole,Castello,45.43300234450528,12.348828735234395,Entire home/apt,73,3,381,2024-11-24,2.34,2,293,27,IT027042B4AOB4F4ZO
80403,Elegant apartment with privatgarden,434492,Lucia,Isole,Dorsoduro,45.4342,12.31943,Entire home/apt,122,3,61,2024-09-30,0.37,1,259,8,IT027042C2W9WLS6KL
83610,Venice biennale,434231,Magda,Isole,Castello,45.43442,12.34854,Entire home/apt,126,7,9,2024-09-05,0.06,1,332,1,
92159,B&B. AL CANAL VENICE  green room garden view,289023,Francesca,Isole,Giudecca,45.42703,12.31827,Private room,89,2,445,2024-10-25,2.71,2,260,34,IT027042C1NT8RRIFS
95980,elegant residence behind St. Mark's Square,510349,Roberta,Isole,San Marco,45.43316,12.3353,Entire home/apt,120,2,302,2024-11-18,1.84,3,31,25,
99238,Ca' Risorta  ♡ Your romantic retreat,419326,Federica,Isole,Cannaregio,45.44478,12.32861,Entire home/apt,,1,91,2022-05-30,0.91,1,0,0,IT027042C28ZY33GUW
129278,Villa with terrace in Venice Lido,485439,Elisabetta,Isole,Lido,45.40782,12.36728,Entire home/apt,,14,8,2021-08-17,0.05,1,0,0,
130605,Sweet dreams,642936,Maria,Isole,Santa Croce,45.44008478520303,12.322226455906147,Private room,99,3,440,2024-11-25,2.73,2,284,47,IT027042B49J4K5SRT
139786,Ca' Grassi 2 Charming Apt with Balcony,669047,Views On Venice,Isole,San Marco,45.4349,12.32989,Entire home/apt,221,1,52,2024-07-31,0.33,82,317,11,IT027042C2SFGV4HX5
139802,Ca' Grassi 1 Apartment for 4 Guests,669047,Views On Venice,Isole,San Marco,45.43437,12.3289,Entire home/apt,267,1,71,2024-11-17,0.49,82,324,8,IT027042C2BWCQVU8S
140197,Nido D'Amore- Zona PONTE DI RIALTO-,683035,Paola,Isole,San Polo,45.43834,12.3355,Entire home/apt,157,2,1043,2024-11-20,6.38,1,148,72,CODICE IDENTIFICATIVO: M0270421099
142085,Widmann apartment in Venice centre,1878243,Elisabetta,Isole,Cannaregio,45.44242,12.33955,Entire home/apt,75,5,483,2024-11-16,2.97,3,48,47,IT027042C2TFCZAQLV
145631,[Venice Room 10 min by Tram] Free Parking & Wifi,704911,Alessandra,Terraferma,Villaggio San Marco,45.4832,12.2586,Private room,91,1,708,2024-11-24,4.33,2,349,56,IT027042C2GNPKT4HU
146821,Ca' dell' Ambasciatore Venezia,709828,Roberto,Isole,Castello,45.4317,12.35325,Entire home/apt,415,3,168,2024-11-17,1.13,2,236,19,IT027042C2UHFRQ4IW
148299,ARABESQUE- DAMASCO 4 PERSONS,716234,Paola,Isole,Castello,45.43597,12.34225,Hotel room,137,2,50,2024-10-25,0.31,3,320,11,IT027042B4OTJ42DZR
149749,"Venice, newly restored unit-apartm.",722130,Maddalena,Isole,Cannaregio,45.44087,12.34119,Entire home/apt,250,1,297,2024-10-14,1.85,1,150,2,IT027042C2PDZCDOFU
155015,nice and cozy open space apartment,745553,Rosanna E Francesca,Isole,Santa Croce,45.44085,12.32833,Entire home/apt,120,3,384,2024-11-11,2.40,4,311,36,IT027042C2W7KMXRW5
156728,Regina d'Oriente,745553,Rosanna E Francesca,Isole,Santa Croce,45.44019,12.33174,Entire home/apt,120,3,289,2024-11-21,1.84,4,315,38,IT027042C227TF7PPF
160426,Bright apartment in Venice with canal view,766256,Laura,Isole,Dorsoduro,45.4341,12.3211,Entire home/apt,153,3,422,2024-11-02,2.59,2,310,46,IT027042C2WUZQK3RE
163685,Ca'Falcao - Air-conditioning & Wifi,781124,Nicolò,Isole,Cannaregio,45.44651,12.32536,Entire home/apt,95,3,450,2024-11-24,3.03,2,249,41,IT027042C2B95QBGWL
165705,ARABESQUE DJERBA 1 PERS.IN VENICE,716234,Paola,Isole,Castello,45.43614,12.34345,Hotel room,63,2,225,2024-11-23,1.38,3,319,23,IT027042B4OTJ42DZR
166381,Ca' Barba B&B: room n101,214390,Alessandro,Isole,San Polo,45.43969,12.33191,Hotel room,76,2,449,2024-11-17,3.44,4,330,39,IT027042B4D3D4AUUS
167168,Ca 'Barba FLAT - Rialto,214390,Alessandro,Isole,San Polo,45.439,12.3319,Entire home/apt,418,4,14,2024-01-03,0.12,4,354,1,IT027042B4D3D4AUUS
170523,"Wi-Fi Venice Home: only 2 persons, loving",813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49611,12.24975,Entire home/apt,69,5,245,2024-10-31,1.51,2,356,19,IT027042C2CKH6EKIG
184374,ARABESQUE MARRAKESH DOUBLE VENICE,716234,Paola,Isole,Castello,45.43717,12.34163,Hotel room,116,2,87,2024-10-12,0.54,3,324,5,IT027042B4OTJ42DZR
208801,Bright apartment in the heat of Venice with WIFI,1028258,Sandra,Isole,Castello,45.43798,12.33922,Entire home/apt,,3,455,2020-02-17,2.85,2,0,0,
217591,Royal Apartments Ca' Pierre,1123859,Lorenzo,Isole,Castello,45.43685,12.34837,Entire home/apt,188,2,49,2024-11-23,0.30,1,268,9,It027042c22h9t6ifl
218393,Wi-Fi Venice Little Garden: only 1 person,813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49621,12.24804,Entire home/apt,59,5,248,2024-10-14,1.55,2,340,17,IT027042C2CKH6EKIG
220238,Large apartment for 4,693554,Valentina,Isole,Castello,45.43125,12.35303,Entire home/apt,168,3,301,2024-11-24,1.87,1,119,31,IT027042C2RIA4GVMF
234465,SUNNY HOUSE IN VENICE,1227993,Giorgio,Isole,Dorsoduro,45.43176,12.31932,Entire home/apt,140,3,51,2024-09-03,0.32,1,52,7,
236585,lovely apartment Venice Lido with terrace,1240373,Francesca,Isole,Lido,45.4178,12.37249,Entire home/apt,78,3,236,2024-11-19,1.48,1,246,24,IT027042C2VDXIAAXV
238362,Villa aiTigli Room 1 with bathroom: up to 4 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,97,1,83,2024-07-29,0.56,4,347,1,IT027042B4S6WQ6PLR
238374,Villa aiTigli Room 2 with bathroom: up to 5 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,108,1,103,2022-05-27,0.68,4,358,0,IT027042B4S6WQ6PLR
238380,Villa ai Tigli - Room 3 - 3 Pax,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,89,1,66,2022-02-23,0.43,4,356,0,IT027042B4S6WQ6PLR
238383,Villa aiTigli-Room 4-Bathroom in Room-Disabilities,564594,Eliana,Terraferma,Tessera,45.5032,12.32058,Private room,85,1,94,2024-10-25,0.67,4,356,3,IT027042B4S6WQ6PLR
246649,Venitian apartment  new and clean!,1275479,Giorgia&Michele,Isole,Santa Croce,45.43618,12.32386,Entire home/apt,130,3,412,2024-11-03,2.60,3,277,46,IT027042C258M2CQZM
256874,"b&b S.Marco Venice, canal view room",1351366,Marco E Alice,Isole,Castello,45.43625,12.3456,Private room,150,4,28,2024-10-28,0.18,2,352,3,IT027042B4IXU5WOT8
2147263,Magic Venice: only 200 m from the train station,10961041,Corina,Terraferma,Piave 1860,45.48521,12.22993,Entire home/apt,96,1,706,2024-11-25,5.39,1,306,99,IT027042B4OC4ART2F
2151599,Great view over Ghetto square,9806658,Kristina,Isole,Cannaregio,45.44607,12.32747,Entire home/apt,160,3,107,2024-06-16,0.92,1,0,9,
2153244,St. Mark's Square in 100 steps,10988715,Andrea,Isole,San Marco,45.43383,12.33581,Entire home/apt,102,2,370,2024-11-03,2.81,15,331,25,IT027042B4EE842PVZ
2158295,Appartament with terrace   CIR: 027042-loc-00800,10793908,Leone,Isole,Santa Croce,45.4407,12.32887,Entire home/apt,137,3,675,2024-11-30,5.14,2,125,82,IT027042C2PI2Y3JFI
2162157,[Venezia 5 min Tram] Free Parking - Free Wi-Fi,11032966,Michela,Terraferma,Villaggio San Marco,45.47990119215485,12.26523997978194,Entire home/apt,78,2,337,2024-11-24,2.56,1,358,75,IT027042C2JM4O8WYM
2162550,Rialto / SanPolo Boutique Apartment,11034361,Luca,Isole,San Polo,45.43909,12.33258,Entire home/apt,171,2,393,2024-11-21,3.03,1,337,47,IT027042C2Z82Z4JHB
2177166,Rialto Mercato Melusina apartment 1,9017175,Andrea,Isole,San Polo,45.4392,12.33446,Entire home/apt,99,1,315,2024-11-16,2.41,18,338,21,IT027042B4FRLIEAQC
2178655,GRAN CANAL apartment.,1784535,Monica,Isole,San Polo,45.43885,12.33202,Entire home/apt,86,2,466,2024-12-05,3.88,4,152,61,
2202020,Solare B&B superhost since 2013-breakfast included,11233895,Mauro,Terraferma,Cipressina,45.49982,12.22445,Private room,48,1,501,2024-09-22,3.85,1,189,10,IT027042C1SPGSWUKN
2206242,""" Alloggio Casa Loredan 1""",7345605,Cristina,Isole,Dorsoduro,45.43616,12.32443,Private room,99,2,493,2024-09-14,4.13,2,3,26,IT027042B4U9Z7RJZ8
2207546,Ca' Querini - Apartment,4120295,Michela,Isole,Castello,45.43547,12.34733,Entire home/apt,95,4,360,2024-11-01,2.79,5,308,20,IT027042C2UDH7E7E3
2212002,Ca' Melusina Large Family apartment,9017175,Andrea,Isole,Castello,45.43867,12.34457,Entire home/apt,276,1,55,2024-07-14,0.43,18,306,4,IT027042B4BCNQQSA6
2224828,Zattere Luxury Terraces  apt. 2 bedrooms,11353579,Giorgio,Isole,Dorsoduro,45.42847,12.33168,Entire home/apt,260,2,129,2024-11-30,1.04,3,56,16,IT027042C29PHHE8TT
2238910,Casa Sofia,11433351,Paolo,Isole,Cannaregio,45.43953,12.33595,Entire home/apt,,3,343,2020-02-25,2.62,1,0,0,
2245915,Rialto Mercato Melusina apartment 2,9017175,Andrea,Isole,San Polo,45.43909,12.33438,Entire home/apt,119,1,220,2024-09-13,1.70,18,322,10,IT027042B4SQ6FWJMP
2252350,BRIGHT & AMPLE APARTMENT,11500023,Andrea,Isole,Sant'Elena,45.42693,12.35937,Entire home/apt,149,2,353,2024-12-01,2.69,1,305,46,IT027042C2CBY6XA66
2253981,ROMANTIC STUDIO 5 minutes RIALTO Bridge free WI-FI,10319031,Pier,Isole,San Polo,45.43665,12.33062,Entire home/apt,,5,79,2019-01-01,0.61,5,0,0,
2260153,"MIMMA - Multi-sensory shower, close to St. Mark",10189388,Raffaella,Isole,San Marco,45.43236,12.3357,Entire home/apt,146,2,118,2024-10-14,0.95,18,139,10,IT027042B44RNM25B9
2260596,"CHARMING STUDIO 5 minutes FROM RIALTO, FREE WI-FI",10319031,Pier,Isole,San Polo,45.43654,12.33058,Entire home/apt,,2,179,2019-01-01,1.40,5,0,0,
2266770,Tradition and comfort,11574776,Emiliano,Isole,Santa Croce,45.44238,12.32837,Entire home/apt,91,2,584,2024-11-17,4.45,2,247,43,IT027042C28FGTYLDN
2287664,Studio Venezia 2034,11687040,Marilia,Isole,Castello,45.43287,12.35295,Entire home/apt,2222,2,455,2024-12-01,3.53,2,0,73,IT027042C2FZD9R2UD
2322764,Cà Venier,11864207,Rossella,Isole,Cannaregio,45.44293,12.3383,Entire home/apt,182,3,31,2022-11-12,0.24,2,145,0,IT027042C2BRXLOEMG
2322785,Beautiful views on Venice,11864228,Orsola,Isole,Castello,45.434842,12.3467439,Entire home/apt,275,3,311,2024-11-22,2.40,6,256,34,IT027042C25RBGUQ9Z
2323678,Apartment in San Marco area,11868414,Leonardo,Isole,San Marco,45.43583,12.33101,Entire home/apt,110,3,455,2024-11-03,3.48,1,316,49,IT027042B4V4OAKI9Q
2335895,Appartamento ai Giardini della Biennale,11930764,Elettra Elena,Isole,Castello,45.4322,12.35682,Entire home/apt,80,3,115,2024-11-30,0.95,2,245,36,IT027042C2UN86X3XE
2335966,Rialto: a typically Venetian,5980615,Adriana,Isole,San Polo,45.43807,12.33246,Entire home/apt,130,3,255,2024-11-13,1.99,3,334,41,IT027042B4PWMLK9JJ
2345537,"Arsenale, Biennale.  Comfortabl and cozy. 1",11913000,Francesca,Isole,Castello,45.43421,12.34922,Entire home/apt,138,3,59,2024-08-24,0.46,3,347,12,IT027042B4XDDQ6XEZ
2346139,Arsenale - Enchanting view. 5,11913000,Francesca,Isole,Castello,45.4343,12.35056,Entire home/apt,196,3,113,2024-11-17,0.97,3,318,26,IT027042B4QTF2ODO6
2346194,"Arsenale Amazing dual view, dual floors apart - 4",11913000,Francesca,Isole,Castello,45.43557,12.34902,Entire home/apt,196,3,117,2024-11-09,0.90,3,333,23,IT027042C2KAM4YAX9
2363690,10 minuts from Rialto Bridge,12073381,Paolo,Isole,Cannaregio,45.444,12.32857,Entire home/apt,140,3,213,2024-11-24,1.65,1,315,43,IT027042C2CZ5M4GYG
2366302,Characteristic view of Venice,7787037,Paola,Isole,Cannaregio,45.44421,12.33732,Entire home/apt,140,2,595,2024-11-23,4.54,4,201,71,IT027042C2FV9KJQ65
260204,Micasa 2. Open Space with rooftops view.,1365288,Antonio,Isole,Cannaregio,45.44382,12.32964,Entire home/apt,95,5,209,2024-11-07,1.33,2,269,19,IT027042C2LNUJWRXG
260487,Waterfront Retreat in Renovated Historic Building,1366623,MATnIV,Isole,Giudecca,45.42833,12.31972,Entire home/apt,143,3,424,2024-11-03,2.72,1,83,34,
261432,Micasa 1. Rooftop Studio with view in Cannaregio.,1365288,Antonio,Isole,Cannaregio,45.44254,12.3293,Entire home/apt,85,5,227,2024-11-21,1.43,2,287,22,IT027042C2LNUJWRXG
261640,balcony canal view central Venice,1351366,Marco E Alice,Isole,Castello,45.43627,12.34559,Private room,150,3,62,2024-10-10,0.48,2,337,5,IT027042B4IXU5WOT8
263796,Dimora Canaletto - Casa dei Pittori,1384217,Francesco,Isole,Santa Croce,45.4392,12.32712,Entire home/apt,280,3,17,2024-08-04,0.15,7,228,7,IT027042B48D6LN8TK
265406,ampia camera doppia nel cuore di VE,703872,Leonardo E Irene,Isole,Cannaregio,45.44285,12.34019,Private room,72,1,567,2024-11-03,3.81,2,76,44,IT027042C2256VY8PB
268865,AltanaAlbaChiara BestViewOfVenice SANITIZED,1408761,Chiara,Isole,San Marco,45.43761,12.33727,Entire home/apt,195,3,327,2024-11-25,2.17,4,11,53,M0270421406
272585,Apartment Fiori della Laguna,1426634,Ana Claudia,Isole,Dorsoduro,45.43112,12.3371,Entire home/apt,120,2,124,2024-11-03,0.80,1,356,5,
284305,CASA CLARA lots of comfort & space!,1480780,Ivo... & Family,Terraferma,Marghera,45.47766235089109,12.226548004485698,Entire home/apt,95,3,330,2024-11-01,2.10,1,343,19,IT027042C2QL8FEGHP
289477,"Apartment ""Venice""",377929,Attilio,Terraferma,Favaro,45.50914,12.28159,Entire home/apt,,5,38,2022-10-15,0.26,5,0,0,IT027042B4AJVFMJC7
293520,Beautiful house with amazing terrace,1517643,Nicola,Isole,San Polo,45.43731,12.33015,Entire home/apt,190,7,100,2024-11-10,0.69,1,308,8,IT027042C2MA2KM7WG
298479,"B&B Caponi bros-Venice (Quadruple, 4 bed)",1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,70,1,270,2024-08-23,1.75,10,109,11,IT027042B4A49HLBZY
303040,Venice-BB-Venezia  (Deluxe),1560575,Alessandro,Isole,Cannaregio,45.44477,12.32616,Private room,92,1,332,2024-11-02,2.16,3,99,25,IT027042C22VVCUUQT
303046,Venice-BB-Venezia  (Superior),1560575,Alessandro,Isole,Cannaregio,45.4438362121582,12.326510429382324,Private room,92,2,310,2024-10-14,2.00,3,99,30,IT027042C22VVCUUQT
309411,Romantic view over venitian canals,1275479,Giorgia&Michele,Isole,Santa Croce,45.44011,12.32283,Entire home/apt,118,3,446,2024-10-30,2.86,3,179,34,IT027042C2TCTQE897
311472,Studio-flat  in front of Biennale inVenice!,1602219,Alfonso,Isole,Sant'Elena,45.42849,12.36067,Private room,110,4,1,2022-09-12,0.04,3,363,0,IT02704201HY9EH5F4
314094,CA'LOMBARDO SAN MARCO VENICE CENTER,1613872,Amedeo,Isole,San Marco,45.43568,12.33909,Entire home/apt,143,2,149,2024-10-30,0.97,1,271,32,IP0270421834
314923,"Rooms w/ shared bathroom, 3 persons, Venice center",1617572,Silvia,Isole,Castello,45.432918548583984,12.353280067443848,Private room,108,1,111,2024-11-20,0.77,20,365,12,IT027042B4Y6AQDRLO
315636,"(3) Caponi Bros Private Room, Mestre VE",1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,51,1,179,2024-10-04,1.27,10,115,2,IT027042B4A49HLBZY
315637,(1)Private Room with private Bathroom,1514413,Abu Taleb,Terraferma,Piave 1860,45.48566,12.23433,Private room,58,1,142,2024-08-25,1.01,10,115,9,IT027042B4A49HLBZY
317329,Venice Flat Ganeo,6747473,Giovanna,Isole,Sant'Elena,45.42659,12.36171,Entire home/apt,110,2,205,2024-11-08,1.38,1,0,31,IT027042C2BQPIDZUI
321376,Magic of Venice !,1646068,Fabiano,Isole,Cannaregio,45.44507,12.32074,Entire home/apt,134,2,168,2024-10-16,1.40,4,323,32,IT027042C2AWBMDXOC
331151,Laura Rialto 2,1688828,Sandro,Isole,Castello,45.43718,12.33836,Entire home/apt,130,3,44,2021-11-29,0.34,2,8,0,IT027042C2R96GJEBP
332932,Romantic apartment on the roofs...,1445896,Chiara,Isole,Castello,45.43177,12.35309,Entire home/apt,150,4,193,2024-11-19,1.27,1,163,19,IT027042C2C6WENGME
335961,"Romantic QUEEN House,Private Garden",1364177,Ivan.Gianni,Isole,Sant'Elena,45.42619,12.36078,Entire home/apt,167,3,82,2024-10-14,0.71,2,27,8,IT027042C2A2DFGNBB
340882,Apt in Venezia+terrazza a Castello - Biennale,1729833,Alberto,Isole,Castello,45.43544,12.34718,Entire home/apt,101,3,149,2024-11-25,0.98,3,301,18,IT027042C2KZ4SLCWD
341252,VENETIAN INFINITY- PIAZZA SAN MARCO-CENTRO STORICO,1731092,Sabrina,Isole,San Marco,45.43322,12.33885,Entire home/apt,170,2,123,2024-11-03,0.81,2,290,10,IT027042C22RWEICY2
343849,Ca' Canaletto Canal View Refreshed in 2024!,669047,Views On Venice,Isole,Dorsoduro,45.43185,12.32462,Entire home/apt,302,1,24,2022-10-23,0.22,82,344,0,IT027042B4MRIF8I43
344046,small flat close to Rialto Bridge,1729833,Alberto,Isole,Cannaregio,45.43971,12.33779,Entire home/apt,35,28,112,2024-09-08,0.73,3,137,6,IT027042C2QB8UN67Q
346183,2960 Ca Frari ( 7 beds ) wifi. a.c.,1755160,Davide,Isole,San Polo,45.43845,12.32478,Entire home/apt,136,3,181,2024-10-27,1.74,2,300,16,IT027042C2KU2SGPVN
346257,CA' ZUANE - Biennale - nice view,1755413,Davide,Isole,Castello,45.43015,12.3584,Entire home/apt,100,5,106,2024-12-01,1.03,2,226,24,IT027042B44VBTF97A
348409,"San Marco, 160mq the heart of Venice with Terrace",1765622,Sebastiano,Isole,San Marco,45.43453,12.33624,Entire home/apt,299,3,238,2024-11-17,2.26,1,119,44,IT027042C2EKEGK7CC
352392,SPLENDID STAR SAN MARCO SQUARE,1784535,Monica,Isole,San Marco,45.43563,12.33907,Entire home/apt,77,2,388,2024-12-03,3.24,4,156,47,
352396,Your Terrace in Venice,1784566,Benedetto,Isole,Dorsoduro,45.43496322631836,12.318964958190918,Entire home/apt,158,3,129,2024-10-19,0.86,2,29,19,027042-LOC-11463
352478,Appartamento signorile con due ampie terrazze,1784907,Luisa,Isole,Malamocco,45.36678,12.33871,Entire home/apt,,7,0,,,1,0,0,
356388,Casanova's room,642936,Maria,Isole,Cannaregio,45.44080781081406,12.321247048101396,Private room,95,2,615,2024-11-25,3.99,2,224,80,IT027042B49J4K5SRT
357073,Murano Suites | Acquamare & 360° Rooftop terrace,1567140,Kondji,Isole,Murano,45.45617,12.35442,Entire home/apt,168,1,409,2024-11-12,2.66,4,275,27,IT027042C2S8YKDRFN
363885,"Nicoli, comfy apartment in the most lively Venice",1617572,Silvia,Isole,Castello,45.431945,12.356142,Entire home/apt,145,1,20,2024-06-11,0.17,20,345,1,IT027042B4WUJJIJZ3
366808,Ca' Luisa 1,1851989,Gianni,Isole,Cannaregio,45.44359,12.3268,Private room,150,1,16,2024-10-04,2.02,7,93,16,IT027042B4MXYJ4ISZ
369257,Appartamento centrale a Venezia 1,1862349,Elide,Isole,Castello,45.43729,12.33971,Entire home/apt,77,3,389,2024-12-02,2.86,4,336,63,it027042b4vbb6crfa
372379,"apartment in the center of Venice, canal view",619545,Silvia,Isole,San Polo,45.43892,12.33104,Entire home/apt,450,3,199,2024-10-16,1.30,2,41,13,IT027042C2CIRKHCY5
375305,Breathtaking terrace in Santa Margherita Square,1784566,Benedetto,Isole,Dorsoduro,45.43309,12.32188,Entire home/apt,171,3,261,2024-11-12,1.70,2,365,11,027042-LOC-06039
376362,"La Galea: Silent, Romantic and large with 2 dbl WF",1532147,Giovanni Carlo,Isole,Dorsoduro,45.43247,12.31798,Entire home/apt,125,3,54,2024-11-12,0.35,1,302,12,
388399,Charming Apartment with gran canal view in Rialto,1943379,P & R,Isole,San Polo,45.43945,12.33271,Entire home/apt,,1,339,2020-10-10,2.26,1,0,0,
412848,Casa Annalisa - 027042-LOC-11695,2054352,Silvia,Isole,Giudecca,45.4248,12.33663,Entire home/apt,170,2,58,2022-05-02,0.51,1,175,0,IT027042C2SJIQ33FY
420146,Elegant  B&B in historic Venice,2089352,Silvia,Isole,Castello,45.43771,12.34641,Private room,68,2,575,2024-11-18,3.74,1,327,74,IT027042C17WLBP5MA
423767,In the peace of a secret garden...,1981478,Yaya,Isole,Cannaregio,45.44243,12.32436,Entire home/apt,140,3,159,2018-03-12,1.15,1,69,0,
426097,VENICIAN ROOM WITH TERRACE,1878243,Elisabetta,Isole,Cannaregio,45.44073,12.34039,Private room,,5,31,2024-01-05,0.39,3,0,1,it027042c29t2owim7
429750,Canalside flat in central Venice,2136473,David,Isole,Dorsoduro,45.43193,12.3223,Entire home/apt,166,3,83,2024-09-09,0.59,1,121,9,IT027042B4UHIEGMAS
431287,APARTMENT GRAPPA PARADISE,2138358,Luca,Isole,Sant'Elena,45.4294,12.3603,Entire home/apt,98,3,330,2024-11-21,2.15,2,164,34,
441868,Magical view inside Venice.,2193613,Pierantonio,Isole,Santa Croce,45.43994,12.32846,Entire home/apt,220,3,515,2024-11-03,3.39,1,207,55,IT027042C2IABFLVN5
442154,Dorsoduro Jewel Box w/ Private Garden,2196999,Barbara,Isole,Dorsoduro,45.43203,12.32182,Entire home/apt,150,1,230,2024-11-10,1.55,4,285,32,IT027042B4VHEACL8S
474357,Venetian Atelier,2351876,Costanza,Isole,Giudecca,45.42791,12.32116,Entire home/apt,,2,79,2024-10-28,0.54,1,340,10,IT027042C25OQJCNUN
476112,Moisè Lounge just 90mt to S.Mark's square,2360430,Centrale Venice Apartments,Isole,San Marco,45.433341,12.336277,Entire home/apt,207,3,157,2023-11-17,1.05,2,224,0,IT027042B4R2X796WJ
482466,Loft in Venezia with terrace,2368512,Francesca,Isole,Dorsoduro,45.4309,12.32106,Entire home/apt,117,3,184,2024-11-24,1.24,1,201,36,IT027042C22K7EI5Z9
483901,Charming apt in Molino Stucky w/SPA,2396006,Marco,Isole,Giudecca,45.428,12.31882,Entire home/apt,119,2,99,2024-05-26,0.70,1,260,3,IT027042C2KPZPXRTS
487634,Charming large palazzo in center Venice,2320717,Edouard,Isole,Cannaregio,45.43849,12.33772,Entire home/apt,590,3,226,2024-10-28,1.51,1,171,17,M0270426884
494629,Ca' affresco stunning family flat by Saint Mark's,1438903,Barbara,Isole,San Marco,45.435159,12.336503,Entire home/apt,270,7,62,2024-10-27,0.42,15,205,3,IT027042C2IZQS6LEE
495857,MatyMarty's in the heart of Venice,1509668,Martina,Isole,Santa Croce,45.44132,12.32479,Entire home/apt,93,2,935,2024-11-12,6.14,1,339,73,IT027042B4JQSWWQL8
505177,San Marco Terrace,3736168,EasyRentals,Isole,Castello,45.4349,12.34168,Entire home/apt,160,1,279,2024-11-30,1.86,25,329,19,IT027042B4EJTZPP82
509641,Large apartment | Jewish Ghetto | 3 bedrooms | A/C,2508340,Giacomo,Isole,Cannaregio,45.44468,12.32514,Entire home/apt,178,2,184,2024-11-25,1.24,20,92,16,IT027042B4ZHYGAXZV
